"full_name","gender","mfa_degree","role","prize_year","prize_name","prize_amount","prize_institution","prize_type","prize_genre","given_name","last_name","author_wikidata","author_wikidata_label","author_viaf","author_lccn","elite_institution","graduate_degree","iowa_mfa_person_id","stegner","title_of_winning_book"
"Joy Harjo","female","University of Iowa","winner","2017","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Joy","Harjo","Q292180","Joy Harjo","30693197","n81068743","","graduate","1077","",""
"Joy Williams","female","University of Iowa","judge","2017","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2017","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2017","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2017","Harold D. Vursell Memorial Award","20,000","American Academy of Arts and Letters","career","prose","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2017","John Updike Award","20,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Joy Williams","female","University of Iowa","judge","2017","Metcalf Awards","10,000","American Academy of Arts and Letters","career","no genre","Joy","Williams","Q6297286","Joy Williams","17855227","n81082937","","graduate","233","",""
"Mary Szybist","female","University of Iowa","judge","2017","Jackson Poetry Prize","75,000","Poets & Writers","career","poetry","Mary","Szybist","Q6780804","Mary Szybist","9206280","n2002042294","","graduate","2270","",""
"Sandra Cisneros","female","University of Iowa","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Sandra","Cisneros","Q434164","Sandra Cisneros","112460612","n84021632","","graduate","1061","",""
"Jen Beagin","female","Univeristy of California, Irvine","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Jen","Beagin","Q29656136","Jen Beagin","316561031","no2015080321","","graduate","","",""
"Robin Coste Lewis","female","New York University","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Robin Coste","Lewis","Q22096377","Robin Coste Lewis","2220554","no2006051337","Harvard University","graduate","","",""
"Kathleen Graber","female","New York University","winner","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Kathleen","Graber","Q23884222","Kathleen Graber","9596828","no2006045472","","graduate","","",""
"Simone White","female","New School for Social Research","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Simone","White","Q97619986","Simone White","144674223","no2010169806","","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","Arthur Rense Prize","20,000","American Academy of Arts and Letters","career","poetry","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","Benjamin H. Danks Award","20,000","American Academy of Arts and Letters","career","no genre","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","E. M. Forster Award","10,000","American Academy of Arts and Letters","career","no genre","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","Harold D. Vursell Memorial Award","20,000","American Academy of Arts and Letters","career","prose","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","John Updike Award","20,000","American Academy of Arts and Letters","career","no genre","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Rosanna Warren","female","Johns Hopkins University","judge","2017","Metcalf Awards","10,000","American Academy of Arts and Letters","career","no genre","Rosanna","Warren","Q7367344","Rosanna Warren","64050468","n84089568","Yale University","graduate","","",""
"Kaitlyn Greenidge","female","Hunter College","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Kaitlyn","Greenidge","Q65554909","Kaitlyn Greenidge","9223372036854775808","n2015059050","","graduate","","",""
"Tracy Smith","female","Columbia University","winner","2017","Poet Laureate","35,000","Library of Congress","career","poetry","Tracy","Smith","Q7831770","Tracy K. Smith","41538251","no2003106238","Harvard University, Columbia University, Stanford University","graduate","","Stegner",""
"Claudia Rankine","female","Columbia University","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Claudia","Rankine","Q2978433","Claudia Rankine","10079006","n95080152","Columbia University","graduate","","",""
"Claudia Rankine","female","Columbia University","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Claudia","Rankine","Q2978433","Claudia Rankine","10079006","n95080152","Columbia University","graduate","","",""
"Edwidge Danticat","female","Brown University","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Edwidge","Danticat","Q450346","Edwidge Danticat","32104515","n93100617","Barnard College, Brown University","graduate","","",""
"Clare Barron","female","Brooklyn College","winner","2017","Whiting Award","50,000","Whiting Foundation","career","no genre","Clare","Barron","Q29019677","Clare Barron","9223372036854775808","no2016043822","Yale University","graduate","","",""
"Carolyn Forché","female","Bowling Green State University","winner","2017","Windham Campbell Prize","165,000","Yale University","career","poetry","Carolyn","Forché","Q5045357","Carolyn Forché","2603438","n82066975","","graduate","","",""
"Elizabeth Alexander","female","","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Elizabeth","Alexander","Q5362284","Elizabeth Alexander","43023427","n88298598","Yale University, University of Pennsylvania","graduate","","",""
"Elizabeth Alexander","female","","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Elizabeth","Alexander","Q5362284","Elizabeth Alexander","43023427","n88298598","Yale University, University of Pennsylvania","graduate","","",""
"Marilyn Nelson","female","","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Marilyn","Nelson","Q6763605","Marilyn Nelson","47682050","n78037492","University of Pennsylvania","graduate","","",""
"Marilyn Nelson","female","","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Marilyn","Nelson","Q6763605","Marilyn Nelson","47682050","n78037492","University of Pennsylvania","graduate","","",""
"Carla Hayden","female","","judge","2017","Poet Laureate","35,000","Library of Congress","career","poetry","Carla","Hayden","","","","","University of Chicago","graduate","","",""
"Carla Hayden","female","","judge","2017","Poet Laureate","35,000","Library of Congress","career","poetry","Carla","Hayden","","","","","University of Chicago","graduate","","",""
"Diane Delsignore","female","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Diane","Delsignore","","","","","Stanford University","graduate","","",""
"Mai Der Vang","female","","winner","2017","Lannan Fellowship","50,000","Lannan Foundation","career","poetry","Mai","Der Vang","Q40375198","Mai Der Vang","9223372036854775808","no2017048524","Columbia University","graduate","","",""
"Vickie Sciacca","female","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Vickie","Sciacca","","","","","Columbia University","graduate","","",""
"Alicia Ostriker","female","","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Alicia","Ostriker","Q21623","Alicia Ostriker","79060171","n80139339","","graduate","","",""
"Alicia Ostriker","female","","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Alicia","Ostriker","Q21623","Alicia Ostriker","79060171","n80139339","","graduate","","",""
"Elizabeth Burke-Dain","female","","judge","2017","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Elizabeth","Burke-Dain","","","","","","graduate","","",""
"Ellen Bass","female","","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Ellen","Bass","Q5364752","Ellen Bass","52332130","n50018411","","graduate","","",""
"Ellen Bass","female","","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Ellen","Bass","Q5364752","Ellen Bass","52332130","n50018411","","graduate","","",""
"Joan Acocella","female","","winner","2017","Harold D. Vursell Memorial Award","20,000","American Academy of Arts and Letters","career","prose","Joan","Acocella","Q6204798","Joan Acocella","57770061","n77014892","","graduate","","",""
"Joyce Carol Oates","female","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Joyce Carol","Oates","Q217557","Joyce Carol Oates","7662418","n87851370","","graduate","","",""
"Joyce Carol Oates","female","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Joyce Carol","Oates","Q217557","Joyce Carol Oates","108187427","n87851370","","graduate","","",""
"Nikky Finney","female","","winner","2017","Art of Change","50,000","Ford Foundation","career","no genre","Nikky","Finney","Q7035311","Nikky Finney","210225289","n84162079","","graduate","","",""
"Shanti Ariker","female","","judge","2017","Joyce Carol Oates Literary Prize/Simpson Family","50,000","New Literary Project (University of California, Berkeley and Lafayette Library)","career","prose","Shanti","Ariker","","","","","","graduate","","",""
"Toi Derricotte","female","","judge","2017","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Toi","Derricotte","Q7813322","Toi Derricotte","84492278","n78060944","","graduate","","",""
"Toi Derricotte","female","","judge","2017","Wallace Stevens Award","100,000","Academy of American Poets","career","poetry","Toi","Derricotte","Q7813322","Toi Derricotte","84492278","n78060944","","graduate","","",""
